MSSubClass,MSZoning,LotFrontage,LotArea,Alley,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
20,RL,NA,14778,NA,6,7,1954,2006,72,Gd,728,0,568,1296,Ex,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993,2,924,108,0,0,216,0,0,NA,NA,NA,0,11,2008,224000
20,RL,109,8724,NA,5,5,1968,1968,0,TA,492,0,402,894,Gd,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968,2,450,0,0,0,0,0,0,NA,NA,NA,0,5,2007,129000
90,RL,60,12900,NA,4,4,1969,1969,0,TA,1198,0,0,1198,TA,Y,SBrkr,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,NA,CarPort,1969,2,400,120,0,0,0,0,0,NA,NA,NA,0,1,2008,108959
80,RL,NA,16157,NA,5,7,1978,1978,0,TA,680,391,289,1360,Ex,Y,SBrkr,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978,2,588,168,180,0,0,0,0,NA,NA,NA,0,6,2007,194000
20,RL,79,9541,NA,7,5,2009,2009,268,Gd,0,0,1502,1502,Ex,Y,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2009,2,644,0,114,0,0,0,0,NA,NA,NA,0,9,2009,233170
20,RL,64,10475,NA,8,5,2008,2008,72,Gd,0,0,1694,1694,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,3,776,160,33,0,0,0,0,NA,NA,NA,0,2,2010,245350
60,RL,58,10852,NA,6,5,2000,2000,0,TA,786,0,173,959,Ex,Y,SBrkr,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,2,472,0,38,0,0,0,0,NA,NA,NA,0,2,2006,173000
70,RL,120,13728,NA,6,7,1935,1986,0,TA,626,0,501,1127,Ex,Y,SBrkr,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935,2,540,0,0,0,0,90,0,NA,NA,NA,0,7,2008,235000
60,RL,118,35760,NA,10,5,1995,1996,1378,Gd,1387,0,543,1930,Ex,Y,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995,3,807,361,76,0,0,0,0,NA,NA,NA,0,7,2006,625000
80,RL,76,9880,NA,6,6,1977,1977,0,TA,522,0,574,1096,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977,1,358,203,0,0,0,0,576,Gd,GdPrv,NA,0,7,2008,171000
20,RL,76,9120,NA,6,6,1958,1958,0,TA,662,0,599,1261,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958,2,433,0,0,0,0,288,0,NA,NA,Shed,1400,11,2008,163000
160,FV,35,4017,Pave,7,5,2006,2007,0,Gd,0,0,625,625,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,2006,2,625,0,54,0,0,0,0,NA,NA,NA,0,3,2008,171900
50,RL,138,18030,NA,5,6,1946,1994,0,TA,152,469,977,1598,TA,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,NA,NA,0,0,122,0,0,0,0,0,NA,MnPrv,NA,0,3,2007,200500
70,RL,80,16560,NA,6,8,1932,1950,0,TA,503,0,449,952,TA,Y,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932,2,360,0,0,0,0,0,0,NA,NA,NA,0,7,2006,239000
50,RL,85,10678,NA,8,5,1992,2000,337,Gd,700,0,983,1683,Ex,Y,SBrkr,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992,2,541,0,33,0,0,0,0,NA,NA,NA,0,4,2007,285000
20,RL,37,6951,NA,5,5,1984,1985,0,TA,658,0,218,876,TA,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1984,1,264,362,0,0,0,0,0,NA,MnPrv,NA,0,10,2008,119500
50,RM,NA,3950,Grvl,6,8,1926,2004,0,TA,468,0,350,818,TA,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1926,1,210,0,0,116,0,0,0,NA,NA,NA,0,12,2009,115000
50,RL,54,7681,NA,5,6,1921,1950,0,TA,0,0,731,731,Ex,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921,1,186,192,0,102,0,0,0,NA,NA,NA,0,7,2009,154900
20,RL,77,8335,NA,5,5,1954,1954,0,TA,0,0,0,0,Gd,Y,SBrkr,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,NA,NA,0,0,0,36,190,0,0,0,NA,NA,NA,0,4,2006,93000
60,RL,NA,11170,NA,7,5,1990,1991,0,TA,1216,0,0,1216,Ex,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,NA,Attchd,1990,2,693,0,0,0,0,0,0,NA,GdPrv,NA,0,4,2006,250000
120,RM,64,5587,NA,8,5,2008,2008,186,Ex,1480,0,120,1600,Ex,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,2,482,162,53,0,153,0,0,NA,NA,NA,0,11,2008,392500
60,RL,160,15623,NA,10,5,1996,1996,0,Gd,2096,0,300,2396,Ex,Y,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996,3,813,171,78,0,0,0,555,Ex,MnPrv,NA,0,7,2007,745000
30,RL,60,10800,Grvl,5,6,1920,1950,0,TA,821,0,299,1120,Ex,Y,SBrkr,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970,2,720,229,0,0,0,0,0,NA,NA,NA,0,6,2006,120000
20,RL,50,35133,NA,5,4,1963,1963,226,TA,1159,0,413,1572,Gd,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963,3,995,0,263,0,0,263,0,NA,NA,NA,0,5,2007,186700
50,RL,60,9738,NA,5,7,1924,1950,0,TA,392,0,392,784,Gd,Y,SBrkr,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,NA,Attchd,1965,1,392,0,0,236,0,0,0,NA,NA,NA,0,3,2006,104900
190,RL,107,10615,NA,3,5,1900,1970,0,TA,440,0,538,978,TA,Y,SBrkr,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,NA,CarPort,1920,2,420,0,74,0,0,0,0,NA,NA,NA,0,8,2009,95000
20,RL,89,12461,NA,8,5,1994,1995,0,Gd,1456,0,168,1624,Ex,Y,SBrkr,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994,3,757,0,114,192,0,0,0,NA,GdPrv,NA,0,7,2006,262000
60,RL,68,8935,NA,7,5,2002,2002,95,Gd,0,0,831,831,Ex,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2002,2,493,144,68,0,0,0,0,NA,NA,NA,0,7,2009,195000
60,RL,60,7500,NA,7,5,1999,1999,0,TA,0,0,994,994,Gd,Y,SBrkr,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999,2,442,140,60,0,0,0,0,NA,NA,NA,0,6,2010,189000
190,RL,NA,32463,NA,4,4,1961,1975,149,TA,1159,0,90,1249,Ex,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975,4,1356,439,0,0,0,0,0,NA,NA,NA,0,3,2007,168000
160,FV,24,2645,Pave,8,5,1999,2000,456,Gd,0,0,776,776,Ex,Y,SBrkr,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,1999,2,492,206,0,0,0,0,0,NA,NA,NA,0,11,2007,174000
50,RM,60,9600,Grvl,5,8,1925,1994,0,TA,0,0,702,702,Gd,Y,SBrkr,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1925,1,250,0,0,84,0,0,0,NA,GdWo,NA,0,7,2007,125000
120,RM,NA,4500,NA,6,5,1999,1999,425,TA,883,0,341,1224,Ex,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1999,2,402,0,304,0,0,0,0,NA,NA,NA,0,6,2009,165000
60,RL,80,9364,NA,6,7,1969,1969,143,TA,371,0,292,663,TA,Y,SBrkr,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1969,1,299,379,36,0,0,0,0,NA,MnPrv,NA,0,3,2010,158000
60,RL,51,8029,NA,6,5,2005,2005,0,TA,0,0,728,728,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2005,2,400,100,24,0,0,0,0,NA,NA,NA,0,7,2008,176000
60,RL,58,14054,NA,7,5,2006,2006,0,Gd,0,0,879,879,Ex,Y,SBrkr,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,3,660,100,17,0,0,0,0,NA,NA,NA,0,11,2006,219210
75,RM,65,8850,NA,7,6,1916,1950,0,TA,0,0,815,815,Ex,Y,SBrkr,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916,1,225,0,0,330,0,0,0,NA,NA,NA,0,7,2006,144000
20,RL,70,9100,NA,7,5,2001,2001,0,Gd,0,0,1212,1212,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2001,2,573,356,0,0,0,0,0,NA,NA,NA,0,6,2009,178000
20,RL,75,11235,NA,4,5,1963,1979,51,TA,547,0,504,1051,Gd,Y,SBrkr,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974,2,459,0,82,0,0,0,0,NA,NA,NA,0,10,2006,148000
20,RL,71,9353,NA,4,5,1970,1970,0,TA,0,0,864,864,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1972,1,280,0,0,0,0,0,0,NA,NA,Shed,0,7,2006,116050
60,RL,80,10400,NA,7,5,1998,1998,0,TA,0,0,866,866,Ex,Y,SBrkr,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1998,2,546,198,36,0,0,0,0,NA,NA,NA,0,3,2009,197900
50,RM,50,6000,NA,5,8,1925,1997,0,TA,0,0,884,884,Ex,Y,SBrkr,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960,1,216,0,0,208,0,0,0,NA,NA,NA,0,5,2009,117000
20,RL,75,9750,NA,7,5,2000,2001,171,Gd,0,0,1630,1630,Ex,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000,2,451,74,234,0,0,0,0,NA,NA,NA,0,10,2009,213000
20,RL,78,10140,NA,5,6,1975,1975,0,TA,788,0,268,1056,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1975,2,495,0,88,0,0,0,0,NA,MnPrv,NA,0,7,2006,153500
20,RL,90,14684,NA,7,7,1990,1991,234,Gd,485,177,1496,2158,Gd,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990,3,701,84,70,0,0,0,0,NA,NA,NA,0,6,2009,271900
20,RH,NA,8900,NA,4,4,1966,1966,0,TA,1056,0,0,1056,TA,Y,SBrkr,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1966,1,384,0,42,0,0,0,0,NA,MnPrv,NA,0,11,2006,107000
20,RL,70,9135,NA,6,5,2003,2003,120,Gd,340,0,1342,1682,Ex,Y,SBrkr,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2003,2,544,192,23,0,0,0,0,NA,NA,NA,0,5,2006,200000
20,RL,70,7763,NA,5,7,1962,1980,0,TA,504,108,319,931,TA,Y,SBrkr,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1980,2,506,0,0,0,0,0,0,NA,NA,NA,0,10,2008,140000
20,RL,85,10182,NA,8,5,2006,2006,420,Gd,1220,0,440,1660,Ex,Y,SBrkr,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006,2,500,322,50,0,0,0,0,NA,NA,NA,0,5,2006,290000
60,RL,70,11218,NA,6,5,1992,1992,0,Gd,0,0,1055,1055,Ex,Y,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,2,462,635,104,0,0,0,0,NA,GdPrv,Shed,400,5,2010,189000
50,RL,152,12134,NA,8,7,1988,2005,0,Gd,427,0,132,559,Gd,Y,SBrkr,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,NA,Basment,1988,2,492,325,12,0,0,0,0,NA,NA,NA,0,6,2010,164000
30,RL,50,9340,NA,4,6,1941,1950,0,TA,344,0,328,672,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1941,1,234,0,113,0,0,0,0,NA,NA,NA,0,8,2009,113000
80,RL,NA,10246,NA,4,9,1965,2001,0,TA,648,0,0,648,Ex,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,NA,Attchd,1965,1,364,88,0,0,0,0,0,NA,NA,NA,0,5,2006,145000
85,RL,69,10205,NA,5,5,1962,1962,0,TA,784,0,141,925,TA,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1962,1,300,150,72,0,0,0,0,NA,NA,NA,0,5,2006,134500
20,RL,99,7094,NA,5,5,1966,1966,0,TA,180,374,340,894,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1966,1,384,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2007,125000
90,RM,68,8930,NA,6,5,1978,1978,0,TA,0,0,0,0,TA,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1978,2,539,0,0,0,0,0,0,NA,NA,NA,0,4,2010,112000
20,FV,72,8640,NA,8,5,2009,2009,72,Gd,936,0,364,1300,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,2,552,135,112,0,0,0,0,NA,NA,NA,0,9,2009,229456
50,RM,52,6240,NA,4,5,1947,1950,0,TA,0,0,0,0,Gd,N,SBrkr,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,7,2006,80500
160,RM,21,1680,NA,6,5,1971,1971,236,TA,0,0,672,672,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,NA,NA,0,0,201,0,0,0,0,0,NA,NA,NA,0,4,2006,91500
20,RL,66,7800,NA,5,5,1964,1964,0,TA,312,600,0,912,TA,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1964,1,288,0,0,0,0,0,0,NA,NA,NA,0,11,2006,115000
20,RL,55,8250,NA,5,5,1968,1968,0,TA,250,492,210,952,Ex,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968,1,322,0,63,0,0,0,0,NA,NA,NA,0,8,2008,134000
50,RL,78,10496,NA,6,6,1949,1950,320,TA,196,0,844,1040,Ex,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949,1,315,0,0,0,0,0,0,NA,GdWo,NA,0,1,2007,143000
20,RL,89,10680,NA,5,3,1951,1951,44,TA,756,0,1380,2136,TA,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,NA,Detchd,1951,2,528,0,30,0,0,0,0,NA,MnPrv,NA,0,10,2006,137900
60,RL,60,15384,NA,7,5,2004,2005,0,Gd,724,0,64,788,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,2,388,100,75,0,0,0,0,NA,NA,NA,0,2,2008,184000
80,RL,65,10482,NA,6,8,1958,1958,63,TA,507,0,81,588,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,NA,Attchd,1958,1,264,224,0,0,0,0,0,NA,MnWw,NA,0,6,2007,145000
60,RL,86,14598,NA,6,5,2007,2007,74,Gd,0,0,894,894,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007,3,668,100,18,0,0,0,0,NA,NA,NA,0,1,2008,214000
20,RL,72,8872,NA,5,8,1965,2008,300,TA,595,0,317,912,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,1992,2,576,0,240,0,0,0,0,NA,NA,NA,0,12,2008,147000
120,RL,65,8769,NA,9,5,2008,2008,766,Ex,1540,0,162,1702,Ex,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008,3,1052,0,72,0,0,224,0,NA,NA,NA,0,10,2008,367294
80,RL,70,7910,NA,5,5,1960,1960,0,TA,666,0,409,1075,Gd,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,NA,Basment,1960,1,404,0,0,0,0,0,0,NA,GdWo,NA,0,8,2008,127000
90,RL,NA,18890,NA,5,5,1977,1977,1,TA,498,211,652,1361,Ex,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,1977,2,600,155,24,145,0,0,0,NA,NA,Gar2,8300,8,2007,190000
90,RL,70,7728,NA,5,6,1962,1962,120,TA,803,0,303,1106,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1962,2,540,0,18,0,0,0,0,NA,GdWo,NA,0,5,2006,132500
90,RL,70,9842,NA,4,5,1962,1962,0,TA,0,0,0,0,TA,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,NA,CarPort,1962,2,462,0,0,0,0,0,0,NA,NA,NA,0,3,2007,101800
20,RL,NA,12160,NA,5,5,1959,1959,180,TA,1000,0,188,1188,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,2,531,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,142000
70,RH,55,8525,NA,5,6,1911,1950,0,TA,0,0,940,940,TA,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,NA,NA,NA,0,0,0,192,0,0,0,0,NA,NA,NA,0,11,2008,130000
70,RL,96,13132,NA,5,5,1914,1950,0,TA,0,0,747,747,Gd,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,NA,Detchd,1914,1,180,203,40,0,0,0,0,NA,NA,NA,0,7,2006,138887
160,RL,36,2628,NA,7,5,2003,2003,106,Gd,0,0,764,764,Ex,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,NA,BuiltIn,2003,2,474,0,27,0,0,0,0,NA,NA,NA,0,6,2010,175500
60,RL,41,12393,NA,7,5,2004,2005,0,Gd,0,0,847,847,Ex,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,2,434,100,48,0,0,0,0,NA,NA,NA,0,9,2006,195000
20,RL,63,13072,NA,6,5,2005,2005,0,Gd,0,0,1141,1141,Ex,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,2005,2,484,0,0,0,0,0,0,NA,NA,NA,0,3,2006,142500
20,RL,64,9037,NA,8,5,2006,2006,32,Gd,428,0,1048,1476,Ex,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006,2,472,120,33,0,0,0,0,NA,NA,NA,0,12,2007,265900
60,RL,65,8158,NA,7,5,2003,2003,252,Gd,550,0,334,884,Ex,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2003,2,543,0,63,0,0,0,0,NA,NA,NA,0,7,2008,224900
20,RL,83,9849,NA,7,6,2007,2007,0,Gd,0,0,1689,1689,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,3,954,0,56,0,0,0,0,NA,NA,NA,0,6,2007,248328
85,RL,85,10625,NA,7,6,1974,1974,81,TA,885,168,0,1053,TA,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974,2,528,0,120,0,0,0,0,NA,MnPrv,NA,0,1,2010,170000
20,RL,107,13891,NA,10,5,2006,2006,NA,Ex,1386,0,690,2076,Ex,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2006,3,850,216,229,0,0,0,0,NA,NA,NA,0,9,2006,465000
70,RL,NA,11435,NA,8,7,1929,1950,0,TA,0,0,792,792,Fa,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931,2,400,0,0,0,0,0,0,NA,NA,NA,0,6,2006,230000
80,RL,78,12090,NA,6,7,1984,2003,74,TA,0,0,585,585,Ex,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984,2,477,268,112,0,0,147,0,NA,NA,NA,0,1,2007,178000
60,FV,65,8125,NA,7,5,2005,2006,0,Gd,0,0,756,756,Ex,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2005,2,615,0,45,0,0,0,0,NA,NA,NA,0,3,2006,186500
80,RL,NA,12328,NA,6,5,1976,1976,335,TA,539,0,473,1012,TA,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1976,3,888,0,0,0,0,0,0,NA,NA,NA,0,5,2010,169900
75,RM,60,9600,Grvl,6,5,1917,1950,0,TA,319,0,416,735,Fa,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950,2,396,0,0,259,0,0,0,NA,NA,NA,0,4,2008,129500
20,RL,60,7200,NA,5,7,1950,1950,0,TA,534,96,246,876,TA,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1950,1,276,0,80,0,0,0,0,NA,NA,NA,0,5,2007,119000
20,RL,93,11160,NA,7,5,1968,1968,0,Gd,1065,0,1045,2110,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968,2,522,0,0,0,0,0,0,NA,NA,NA,0,4,2010,244000
120,RL,NA,3136,NA,7,5,2003,2003,163,Gd,0,0,1405,1405,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003,2,478,148,36,0,0,0,0,NA,NA,NA,0,3,2006,171750
20,RL,62,9858,NA,5,6,1968,1968,0,TA,510,0,354,864,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1968,1,288,33,0,0,0,0,0,NA,GdWo,Shed,600,11,2009,130000
60,RL,NA,17542,NA,7,7,1974,2003,0,Gd,125,1031,36,1192,TA,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974,2,518,220,47,0,0,0,0,NA,MnPrv,NA,0,7,2007,294000
60,RL,60,6931,NA,7,5,2003,2004,92,Gd,0,0,746,746,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,2,397,178,128,0,0,0,0,NA,NA,NA,0,7,2008,165400
50,RM,52,6240,NA,6,6,1931,1950,0,TA,425,0,459,884,TA,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978,1,560,0,0,0,0,120,0,NA,NA,NA,0,11,2007,127500
20,RL,91,14303,NA,8,5,1994,1994,554,Gd,1314,0,672,1986,Ex,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994,2,691,262,36,0,0,0,0,NA,NA,NA,0,8,2008,301500
30,RL,56,4060,NA,5,8,1922,1950,0,TA,0,0,864,864,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,0,0,0,96,0,0,0,0,NA,NA,NA,0,7,2009,99900
80,RL,59,9587,NA,7,5,2005,2005,182,Gd,655,0,201,856,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2005,2,400,212,0,0,0,0,0,NA,NA,NA,0,7,2008,190000
20,RL,65,9750,NA,6,8,1969,1969,0,TA,602,438,14,1054,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969,2,460,180,0,0,0,80,0,NA,NA,NA,0,7,2008,151000
60,RL,NA,24682,NA,6,5,1999,1999,0,TA,0,0,841,841,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,2,502,0,103,0,0,0,0,NA,NA,NA,0,6,2009,181000
20,RL,80,9600,NA,5,6,1956,1956,0,TA,504,0,546,1050,Gd,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1956,1,338,0,0,0,0,0,0,NA,NA,NA,0,6,2009,128900
50,RL,NA,11250,NA,4,5,1957,1989,0,TA,0,0,1104,1104,Ex,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957,1,304,120,0,0,0,0,0,NA,NA,NA,0,11,2009,161500
70,RL,60,13515,Pave,6,6,1919,1950,0,TA,0,0,764,764,Ex,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940,2,520,0,0,126,0,0,0,NA,GdPrv,NA,0,7,2007,180500
120,RH,34,4060,NA,6,5,1998,1999,0,Gd,266,0,1139,1405,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1998,2,511,144,68,0,0,0,0,NA,NA,NA,0,8,2008,181000
